case_type,case_label,mashup_id,mashup_name,api_id,api_name,api_group,direct_api_name_mention,direct_api_name_match,selection_level,selection_rule,strict_clean,scf_seed_appearances,lightgcn_seed_appearances,graph_bge_seed_appearances,bge_seed_appearances,scf_consensus_rank,lightgcn_consensus_rank,graph_bge_consensus_rank,bge_consensus_rank,scf_best_seed_rank,num_positives,head_positives,middle_positives,tail_positives,unseen_positives,scf_total_hits_over_3_seeds,all_methods_total_hits_over_3_seeds
unseen_rescue,训练交互未见 API 零样式补救案例,5619,Tctransit,1158,Metro Transit Nextrip,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,6.0,,,1.0,6.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5643,Feline Finder,999,Rescuegroups,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5648,Alternativeto Android,1597,Alternativeto,Unseen,1.0,alternativeto,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5661,Expono Iphoto Plugin,860,Expono,Unseen,1.0,expono,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5663,Synonyms Dictionary,358,Synonyms,Unseen,1.0,synonyms,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5674,Web2voice For Alibris,1360,Alibris,Unseen,1.0,alibris,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,4.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5696,Chicago Apartments,736,Peekacity,Unseen,1.0,peekacity,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5697,Sosius Integrates Signature,235,Opensosius,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5724,Mesibo Real Time Chat App,492,Mesibo Server Side,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,4.0,,,2.0,4.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5724,Mesibo Real Time Chat App,1310,Mesibo Client Side,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5919,Todotoday For Hiveminder,1540,Hiveminder,Unseen,1.0,hiveminder,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5993,Polirazzi,1395,Ikregeer.nl,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,8.0,,,1.0,8.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,6542,Spamon Disposable Emails,169,Spamon,Unseen,1.0,spamon,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,9.0,,,2.0,8.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,6900,Gengo Youtube Translation 2,125,Gengo Human Translation,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,7072,Scanurl.net,294,Phishtank,Unseen,1.0,phishtank,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,9.0,,,1.0,7.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,7141,Programmableweb Search Tool,952,Programmableweb,Unseen,1.0,programmableweb,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,7246,Yahoo Live On Map,1182,Yahoo Live,Unseen,1.0,yahoo live,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,9.0,,,1.0,7.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,7327,I Need To Read This,1082,Vidoop,Unseen,1.0,vidoop,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,2.0,1,,,,,,
complex_failure,复杂多 API 失败案例,399,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,8,7.0,0.0,0.0,1.0,0.0,11.0
complex_failure,复杂多 API 失败案例,2186,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,3,3.0,0.0,0.0,0.0,0.0,11.0
complex_failure,复杂多 API 失败案例,2304,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,5,4.0,1.0,0.0,0.0,0.0,7.0
complex_failure,复杂多 API 失败案例,2440,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,7,6.0,1.0,0.0,0.0,0.0,9.0
complex_failure,复杂多 API 失败案例,2669,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,3,2.0,1.0,0.0,0.0,0.0,6.0
complex_failure,复杂多 API 失败案例,2933,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,3,3.0,0.0,0.0,0.0,0.0,3.0
complex_failure,复杂多 API 失败案例,2934,,-1,,Mixed,,,3,完整测试集；SCF 三个 seed 均未命中,0,,,,,,,,,,6,5.0,0.0,0.0,1.0,0.0,13.0
complex_failure,复杂多 API 失败案例,3254,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,5,3.0,2.0,0.0,0.0,0.0,1.0
complex_failure,复杂多 API 失败案例,4162,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,4,3.0,1.0,0.0,0.0,0.0,2.0
complex_failure,复杂多 API 失败案例,4608,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,4,1.0,2.0,1.0,0.0,0.0,4.0
complex_failure,复杂多 API 失败案例,4696,,-1,,Mixed,,,0,严格清洗子集；四种方法三个 seed 均未命中,1,,,,,,,,,,3,2.0,0.0,0.0,1.0,0.0,0.0
complex_failure,复杂多 API 失败案例,4796,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,3,2.0,0.0,0.0,1.0,0.0,3.0
complex_failure,复杂多 API 失败案例,4799,,-1,,Mixed,,,0,严格清洗子集；四种方法三个 seed 均未命中,1,,,,,,,,,,6,2.0,2.0,0.0,2.0,0.0,0.0
complex_failure,复杂多 API 失败案例,4856,,-1,,Mixed,,,1,完整测试集；四种方法三个 seed 均未命中,0,,,,,,,,,,3,2.0,0.0,0.0,1.0,0.0,0.0
complex_failure,复杂多 API 失败案例,5011,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,5,0.0,1.0,1.0,3.0,0.0,6.0
complex_failure,复杂多 API 失败案例,6421,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,3,2.0,1.0,0.0,0.0,0.0,6.0
complex_failure,复杂多 API 失败案例,7282,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,8,7.0,1.0,0.0,0.0,0.0,4.0
complex_failure,复杂多 API 失败案例,7909,,-1,,Mixed,,,2,严格清洗子集；SCF 三个 seed 均未命中,1,,,,,,,,,,4,3.0,0.0,0.0,1.0,0.0,4.0
