case_type,case_label,mashup_id,mashup_name,method,rank,api_id,api_name,api_description,api_group,train_frequency,is_positive,reciprocal_rank_score,seed_appearances,mean_rank_when_present,mashup_slug,mashup_description,api_slug
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,4,272,Govtrack US,site govtrackus track u congress reference legislation vote member congress congressional district congressional record database power site also made freely available several apis available apis url govtrack serve xml rather html intended called application retrieve data dynamically,Head,8,0,0.8928571428571428,3,4.333333333333333,pdxster,view comment portland oregon city council agenda,govtrack.us
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,5,249,Pdxcouncilconnect,pdxcouncilconnect service portland oregon egovpdx group city technology department make api available access city council agenda voting information pdxcouncilconnect api provides developer access agenda session item information data includes location time well bureau affected vote occurs api also return voting information government api ha restful interface provides data json,Tail,1,1,0.5833333333333333,2,3.5,pdxster,view comment portland oregon city council agenda,pdxcouncilconnect
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,6,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,0.5833333333333333,2,3.5,pdxster,view comment portland oregon city council agenda,twitter
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,7,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.3666666666666667,2,5.5,pdxster,view comment portland oregon city council agenda,flickr
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,8,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.325,2,6.5,pdxster,view comment portland oregon city council agenda,facebook
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,9,770,Opensecrets,opensecrets api provides access data displayed opensecretsorg opensecrets performs research track money u politics effect election public policy use api access politician top contributor personal financial disclosure politician,Head,7,0,0.3,2,7.5,pdxster,view comment portland oregon city council agenda,opensecrets
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,10,122,Del Icio US,site delicious social bookmarking website primary use delicious store bookmark online allows access bookmark computer add bookmark anywhere delicious use tag organize remember bookmark much flexible system folder api provides readwrite access delicious bookmark tag via httpbased interface restful api return response xml,Head,105,0,0.225,2,9.0,pdxster,view comment portland oregon city council agenda,del.icio.us
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,google-maps
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twitter
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,youtube
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.75,3,4.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,flickr
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.6000000000000001,3,5.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,facebook
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,amazon-product-advertising
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,7,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.4285714285714285,3,7.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twilio
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,8,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.375,3,8.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,last.fm
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,9,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.3333333333333333,3,9.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,ebay
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Popularity,10,13,Twilio SMS,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike sm api allows user send receive sm message application api implement short code technology allow faster higher volume sm messaging example us api include sending customer automatic sm message multifactor authentication interactive polling api us restful interface,Head,141,0,0.3,3,10.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twilio-sms
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,google-maps
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twitter
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,youtube
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.7,3,4.333333333333333,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,flickr
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.65,3,4.666666666666667,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,facebook
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,amazon-product-advertising
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,7,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.4285714285714285,3,7.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,last.fm
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,8,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.3611111111111111,3,8.333333333333334,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,ebay
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,9,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.3361111111111111,3,9.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twilio
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph-only,10,204,Google Search,note december 2006 api longer actively supported google suggest developer use google ajax search api,Head,138,0,0.1111111111111111,1,9.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,google-search
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,1,547,Docusign Enterprise,docusign cloud based legally compliant esignature service docusign service provides intuitive web mobile api interface docusign api allows application connect docusign service embed part docusign user experience connecting docusign web service application create electronic signature transaction retrieve electronically signed document get date status outstanding envelope createreadupdatedelete operation embedding docusign interface application provide singlesignon capability insert signing sending user experience application,Head,68,1,3.0,3,1.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,docusign-enterprise
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,2,1531,Echosign,echosign document api allows third party integrate echosigns functionality application user generate document contract need electronic signature api integrate document flow improve sending tracking filing process,Middle,3,0,1.5,3,2.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,echosign
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,3,909,Enthusem,enthusem specializes offline online marketing enthusem api enables web application send personal one time printed mail drive recipient online experience using unique trackable code,Tail,1,0,1.0,3,3.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,enthusem
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,4,1096,Endicia Label Server,endicia internet postage provides technology solution mailing industry solution include windowsbased presort mail software wysiwyg mailpiece design software internet address verification internet move updating internet postage electronic delivery confirmation internet postage international mail endicia label server api allows partner embed webbased ondemand u postal service application website customer print postal shipping label within application system produce integrated label image complete stealth postage verified deliveryreturn address service barcodes delivery confirmation signature confirmation certified mail express mail confirm service custom number full documentation publicly available,Middle,3,0,0.75,3,4.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,endicia-label-server
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,5,1364,Eduroam,service register uniform resource name urn european educational institution federation cooperating delivery sharing internet resource registry intended facilitate single signon function ease interaction local network gã‰ant federation partner institution api method support retrieval registry listing urn description supported resource within federation network returned data become part authentication request fulfill resource sharing agreement,Tail,1,0,0.6000000000000001,3,5.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,eduroam
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,6,113,Mandrill,mandrill email application email template service hosted mailchimp mandrill api allows developer access integrate functionality mandrill application create new application example api method include managing account user information retrieving sending message sending template,Middle,2,0,0.5,3,6.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,mandrill
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,7,557,Constantcontact,integrate software email marketing constant contact api allows seamlessly integrate industryleading email marketing service today 300000 small business organization rely constant contactï¿½s email marketing help drive success api allows manage email contact contact list reporting data also view email marketing campaign result including email contact mailed opened email clicked url link email,Unseen,0,0,0.4285714285714285,3,7.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,constantcontact
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,8,564,Issuu Search,issuu turn document online publication feature benefit upload document turn professional online publication explore living library web publication post embed publication anywhere online facebook myspace blogger etc create custom viewer design integrate publication website,Middle,3,0,0.375,3,8.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,issuu-search
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,9,542,Interfax,mutltiple method give developer control outbound fax transmission inbound fax reception administrative control add user set preference etc secure access accessible via ssl interfax rest fax api commercial subscriptionbased service enables transmission reception fax message without need install hardware software original document transmitted may various format pdf microsoft word html txt etc received fax tif pdf format extension sending capability interfax fax rest api provides facility retrieving status information regarding fax message sent support secure communication via http customprogrammed application interfax server,Middle,2,0,0.3333333333333333,3,9.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,interfax
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,BGE-only,10,690,Mailjet,mailjet cloud hosted email platform user create send email newsletter html email well track transactional email email analytics mailjet api allows developer access integrate functionality data mailjet application example api method include adding managing contact creating email campaign retrieving email campaign statistic,Tail,1,0,0.3,3,10.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,mailjet
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,1,547,Docusign Enterprise,docusign cloud based legally compliant esignature service docusign service provides intuitive web mobile api interface docusign api allows application connect docusign service embed part docusign user experience connecting docusign web service application create electronic signature transaction retrieve electronically signed document get date status outstanding envelope createreadupdatedelete operation embedding docusign interface application provide singlesignon capability insert signing sending user experience application,Head,68,1,3.0,3,1.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,docusign-enterprise
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,2,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.25,3,2.6666666666666665,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,youtube
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,3,1531,Echosign,echosign document api allows third party integrate echosigns functionality application user generate document contract need electronic signature api integrate document flow improve sending tracking filing process,Middle,3,0,0.9583333333333331,3,4.333333333333333,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,echosign
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,4,314,411sync,noteas 6252008 appears api longer available site help software developer provide content cell phone using 411syncs sm text message api standard technology xml r developer use 411sync sm text message service offer custom information user user request information sending text message sm custom unique sm id created developer response custom information sent user cell phone text message need send u data web standard r xml format,Head,85,0,0.5833333333333333,2,3.5,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,411sync
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,5,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5666666666666667,3,5.333333333333333,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,amazon-product-advertising
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,6,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,0.5333333333333333,2,4.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,google-maps
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,7,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.4761904761904761,3,6.333333333333333,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,last.fm
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,8,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.375,2,6.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,facebook
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,9,122,Del Icio US,site delicious social bookmarking website primary use delicious store bookmark online allows access bookmark computer add bookmark anywhere delicious use tag organize remember bookmark much flexible system folder api provides readwrite access delicious bookmark tag via httpbased interface restful api return response xml,Head,105,0,0.3539682539682539,3,8.666666666666666,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,del.icio.us
bge_semantic_support,BGE-only provides useful semantic evidence,4059,Docusign For Outlook,Graph+BGE,10,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,0.2539682539682539,2,8.0,docusign-for-outlook,docusign outlook esignature application fully integrated outlook application user able electronically sign document sent email andor assign people sign document within contact,twitter
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,google-maps
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,twitter
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,youtube
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.75,3,4.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,flickr
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.6000000000000001,3,5.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,facebook
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,amazon-product-advertising
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,7,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.4285714285714285,3,7.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,twilio
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,8,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.375,3,8.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,last.fm
unseen_failure,Hard multi-API failure with unseen services,4154,Kissapi,Popularity,9,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.3333333333333333,3,9.0,kissapi,site let choose facebook picture automatically create collage post onto facebook order picture item like mug pillow necklace etc,ebay
